Source,Target,Type,weight,year
Link,Emulation and Simulation/Simulator,Directed,1,2013
Link,NoC for manycore,Directed,1,2013
mapping,Reliability,Directed,1,2013
migration,Reliability,Directed,1,2013
Reliability,Reliability,Directed,1,2013
mapping,mapping,Directed,1,2013
mapping,Reliability,Directed,1,2013
migration,mapping,Directed,1,2013
migration,Reliability,Directed,1,2013
Reliability,mapping,Directed,1,2013
Reliability,Reliability,Directed,1,2013
mapping,scheduling,Directed,1,2013
migration,scheduling,Directed,1,2013
Reliability,scheduling,Directed,1,2013
topology,reconfiguration,Directed,1,2013
topology,mapping,Directed,1,2013
topology,router design,Directed,1,2013
topology,topology,Directed,1,2013
topology,topology,Directed,1,2013
topology,GALS,Directed,1,2013
topology,flow control,Directed,1,2013
topology,power consumption,Directed,1,2013
topology,flow control,Directed,1,2013
topology,flow control,Directed,1,2013
topology,router design,Directed,1,2013
topology,NoC for manycore,Directed,1,2013
modeling,modeling,Directed,1,2014
modeling,flow control,Directed,1,2014
performance,power/thermal management,Directed,1,2014
performance,power consumption,Directed,1,2014
Routing,power/thermal management,Directed,1,2014
Routing,power consumption,Directed,1,2014
emerge technology,power/thermal management,Directed,1,2014
emerge technology,power consumption,Directed,1,2014
performance,Link,Directed,1,2014
performance,reconfiguration,Directed,1,2014
performance,mapping,Directed,1,2014
Routing,Link,Directed,1,2014
Routing,reconfiguration,Directed,1,2014
Routing,mapping,Directed,1,2014
emerge technology,Link,Directed,1,2014
emerge technology,reconfiguration,Directed,1,2014
emerge technology,mapping,Directed,1,2014
performance,emerge technology,Directed,1,2014
performance,topology,Directed,1,2014
Routing,emerge technology,Directed,1,2014
Routing,topology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,topology,Directed,1,2014
performance,emerge technology,Directed,1,2014
Routing,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
performance,mapping,Directed,1,2014
performance,emerge technology,Directed,1,2014
performance,flow control,Directed,1,2014
Routing,mapping,Directed,1,2014
Routing,emerge technology,Directed,1,2014
Routing,flow control,Directed,1,2014
emerge technology,mapping,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,flow control,Directed,1,2014
performance,emerge technology,Directed,1,2014
Routing,emerge technology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
performance,Reliability,Directed,1,2014
performance,topology,Directed,1,2014
Routing,Reliability,Directed,1,2014
Routing,topology,Directed,1,2014
emerge technology,Reliability,Directed,1,2014
emerge technology,topology,Directed,1,2014
performance,emerge technology,Directed,1,2014
performance,topology,Directed,1,2014
Routing,emerge technology,Directed,1,2014
Routing,topology,Directed,1,2014
emerge technology,emerge technology,Directed,1,2014
emerge technology,topology,Directed,1,2014
performance,flow control,Directed,1,2014
Routing,flow control,Directed,1,2014
emerge technology,flow control,Directed,1,2014
Emulation and Simulation/Simulator,Emulation and Simulation/Simulator,Directed,1,2014
Emulation and Simulation/Simulator,topology,Directed,1,2014
topology,Emulation and Simulation/Simulator,Directed,1,2014
topology,topology,Directed,1,2014
Emulation and Simulation/Simulator,flow control,Directed,1,2014
topology,flow control,Directed,1,2014
Emulation and Simulation/Simulator,modeling,Directed,1,2014
Emulation and Simulation/Simulator,mapping,Directed,1,2014
topology,modeling,Directed,1,2014
topology,mapping,Directed,1,2014
reconfiguration,emerge technology,Directed,1,2012
reconfiguration,mapping,Directed,1,2012
flow control,emerge technology,Directed,1,2012
flow control,mapping,Directed,1,2012
reconfiguration,mapping,Directed,1,2012
reconfiguration,Routing Routing,Directed,1,2012
reconfiguration,deadlock,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,Routing Routing,Directed,1,2012
flow control,deadlock,Directed,1,2012
reconfiguration,mapping,Directed,1,2012
reconfiguration,Routing,Directed,1,2012
reconfiguration,power consumption,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,Routing,Directed,1,2012
flow control,power consumption,Directed,1,2012
reconfiguration,mapping,Directed,1,2012
reconfiguration,flow control,Directed,1,2012
reconfiguration,emerge technology,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,flow control,Directed,1,2012
flow control,emerge technology,Directed,1,2012
reconfiguration,mapping,Directed,1,2012
reconfiguration,Reliability,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,Reliability,Directed,1,2012
NoC for memory,router design,Directed,1,2012
NoC for memory,topology,Directed,1,2012
NoC for memory,NoC for memory,Directed,1,2012
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
router design,flow control,Directed,1,2014
router design,router design,Directed,1,2014
NoC for different applications,NoC for different applications,Directed,1,2012
NoC for different applications,NoC for different applications,Directed,1,2012
mapping,topology,Directed,1,2013
mapping,deadlock,Directed,1,2013
mapping,Routing,Directed,1,2013
mapping,Emulation and Simulation/Simulator,Directed,1,2013
mapping,mapping,Directed,1,2013
mapping,mapping,Directed,1,2013
modeling,Emulation and Simulation/Simulator,Directed,1,2013
flow control,emerge technology,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,NoC for memory,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,NoC for manycore,Directed,1,2014
flow control,modeling,Directed,1,2014
flow control,router design,Directed,1,2014
Reliability,Reliability,Directed,1,2014
modeling,Reliability,Directed,1,2014
NoC for realtime (critical) systems,Reliability,Directed,1,2014
Reliability,Reliability,Directed,1,2014
modeling,Reliability,Directed,1,2014
NoC for realtime (critical) systems,Reliability,Directed,1,2014
Reliability,Reliability,Directed,1,2014
Reliability,Routing,Directed,1,2014
modeling,Reliability,Directed,1,2014
modeling,Routing,Directed,1,2014
NoC for realtime (critical) systems,Reliability,Directed,1,2014
NoC for realtime (critical) systems,Routing,Directed,1,2014
Reliability,flow control,Directed,1,2014
Reliability,QoS,Directed,1,2014
modeling,flow control,Directed,1,2014
modeling,QoS,Directed,1,2014
NoC for realtime (critical) systems,flow control,Directed,1,2014
NoC for realtime (critical) systems,QoS,Directed,1,2014
mapping,Reliability,Directed,1,2013
Reliability,Reliability,Directed,1,2013
flow control,flow control,Directed,1,2012
flow control,router design,Directed,1,2012
flow control,scheduling,Directed,1,2012
flow control,NoC for realtime (critical) systems,Directed,1,2012
flow control,deadlock,Directed,1,2012
flow control,NoC for different applications,Directed,1,2012
flow control,flow control,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,Routing,Directed,1,2012
flow control,flow control,Directed,1,2012
flow control,scheduling,Directed,1,2012
flow control,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,QoS,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,router design,Directed,1,2014
flow control,scheduling,Directed,1,2014
flow control,NoC for realtime (critical) systems,Directed,1,2014
flow control,deadlock,Directed,1,2014
flow control,NoC for different applications,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,flow control,Directed,1,2014
flow control,Routing,Directed,1,2014
emerge technology,modeling,Directed,1,2013
topology,modeling,Directed,1,2013
emerge technology,emerge technology,Directed,1,2013
emerge technology,NoC for memory,Directed,1,2013
topology,emerge technology,Directed,1,2013
topology,NoC for memory,Directed,1,2013
emerge technology,emerge technology,Directed,1,2013
emerge technology,topology,Directed,1,2013
emerge technology,Routing,Directed,1,2013
emerge technology,deadlock,Directed,1,2013
emerge technology,Emulation and Simulation/Simulator,Directed,1,2013
topology,emerge technology,Directed,1,2013
topology,topology,Directed,1,2013
topology,Routing,Directed,1,2013
topology,deadlock,Directed,1,2013
topology,Emulation and Simulation/Simulator,Directed,1,2013
emerge technology,topology,Directed,1,2013
topology,topology,Directed,1,2013
emerge technology,emerge technology,Directed,1,2013
emerge technology,topology,Directed,1,2013
topology,emerge technology,Directed,1,2013
topology,topology,Directed,1,2013
topology,reconfiguration,Directed,1,2012
topology,mapping,Directed,1,2012
topology,router design,Directed,1,2012
topology,topology,Directed,1,2012
topology,GALS,Directed,1,2012
topology,flow control,Directed,1,2012
topology,power consumption,Directed,1,2012
testing and diagnosis,mapping,Directed,1,2012
testing and diagnosis,emerge technology,Directed,1,2012
testing and diagnosis,topology,Directed,1,2012
testing and diagnosis,topology,Directed,1,2012
testing and diagnosis,Routing,Directed,1,2012
testing and diagnosis,emerge technology,Directed,1,2012
testing and diagnosis,testing and diagnosis,Directed,1,2012
NoC for memory,topology,Directed,1,2013
topology,topology,Directed,1,2013
power consumption,topology,Directed,1,2013
NoC for memory,GALS,Directed,1,2013
NoC for memory,flow control,Directed,1,2013
NoC for memory,power consumption,Directed,1,2013
topology,GALS,Directed,1,2013
topology,flow control,Directed,1,2013
topology,power consumption,Directed,1,2013
power consumption,GALS,Directed,1,2013
power consumption,flow control,Directed,1,2013
power consumption,power consumption,Directed,1,2013
flow control,Routing,Directed,1,2012
flow control,router design,Directed,1,2012
flow control,flow control,Directed,1,2012
router design,Routing,Directed,1,2012
router design,router design,Directed,1,2012
router design,flow control,Directed,1,2012
NoC for accelerator,mapping,Directed,1,2013
NoC for accelerator,flow control,Directed,1,2013
NoC for accelerator,Routing,Directed,1,2013
NoC for accelerator,topology,Directed,1,2013
Emulation and Simulation/Simulator,monitoring,Directed,1,2012
Verification,monitoring,Directed,1,2012
Reliability,emerge technology,Directed,1,2012
Routing,emerge technology,Directed,1,2012
Reliability,Link,Directed,1,2012
Reliability,Process Variation,Directed,1,2012
Routing,Link,Directed,1,2012
Routing,Process Variation,Directed,1,2012
Reliability,Emulation and Simulation/Simulator,Directed,1,2012
Reliability,router design,Directed,1,2012
Reliability,NoC for memory,Directed,1,2012
Reliability,flow control,Directed,1,2012
Routing,Emulation and Simulation/Simulator,Directed,1,2012
Routing,router design,Directed,1,2012
Routing,NoC for memory,Directed,1,2012
Routing,flow control,Directed,1,2012
Reliability,NoC for memory,Directed,1,2012
Routing,NoC for memory,Directed,1,2012
Reliability,modeling,Directed,1,2012
Reliability,mapping,Directed,1,2012
Routing,modeling,Directed,1,2012
Routing,mapping,Directed,1,2012
Reliability,topology,Directed,1,2012
Routing,topology,Directed,1,2012
flow control,NoC for manycore,Directed,1,2012
Routing,NoC for manycore,Directed,1,2012
flow control,mapping,Directed,1,2012
Routing,mapping,Directed,1,2012
flow control,router design,Directed,1,2012
Routing,router design,Directed,1,2012
flow control,QoS,Directed,1,2012
flow control,topology,Directed,1,2012
flow control,Routing,Directed,1,2012
flow control,flow control,Directed,1,2012
Routing,QoS,Directed,1,2012
Routing,topology,Directed,1,2012
Routing,Routing,Directed,1,2012
Routing,flow control,Directed,1,2012
flow control,chip implementation,Directed,1,2012
Routing,chip implementation,Directed,1,2012
flow control,mapping,Directed,1,2012
Routing,mapping,Directed,1,2012
flow control,flow control,Directed,1,2012
Routing,flow control,Directed,1,2012
flow control,flow control,Directed,1,2012
Routing,flow control,Directed,1,2012
flow control,mapping,Directed,1,2012
flow control,power/thermal management,Directed,1,2012
flow control,reconfiguration,Directed,1,2012
Routing,mapping,Directed,1,2012
Routing,power/thermal management,Directed,1,2012
Routing,reconfiguration,Directed,1,2012
flow control,mapping,Directed,1,2012
Routing,mapping,Directed,1,2012
flow control,reconfiguration,Directed,2,2012
flow control,flow control,Directed,2,2012
Routing,reconfiguration,Directed,2,2012
Routing,flow control,Directed,2,2012
flow control,mapping,Directed,1,2012
Routing,mapping,Directed,1,2012
Link,mapping,Directed,1,2012
performance,mapping,Directed,1,2012
Link,Link,Directed,1,2012
performance,Link,Directed,1,2012
Link,router design,Directed,1,2012
performance,router design,Directed,1,2012
Link,NoC for manycore,Directed,1,2012
performance,NoC for manycore,Directed,1,2012
power/thermal management,emerge technology,Directed,1,2013
power consumption,emerge technology,Directed,1,2013
power/thermal management,power/thermal management,Directed,1,2013
power consumption,power/thermal management,Directed,1,2013
